	acc model caption	acc human caption	is_video	model caption	human caption	img_set	target_idx	acc annot on model	acc annot on human
354	1	0	1	A couple of books on a shelf next to each other.	You can see that there's a smaller basket in front of the basket of eggs, but you can't clearly make out what's inside. A small part of the person's hand is visible coming out of the top middle edge, but no part of the left arm or hand are visible. You can see all the cakes on the book cover, and the lower cakes are almost touching the bottom edge.	MSR-VTT-videoTestVideo_video9053-shot1_7	8	0	0
358	0	0	1	A child is holding a flight controller in his hand.	No text on the object can be seen. The base of the thumb on the right hand can be seen but the pinky finger can't be seen. 	MSR-VTT-videoTestVideo_video9651-shot1_0	3	0	0
360	0	0	1	A woman standing next to a tent in the woods.	Only the arm and the knee of a woman with a striped shirt on the far right can be seen. 	video-storytelling-videocamping_1OzbiB1TIWI-shot12_22	5	0	0
361	1	0	1	A group of people standing next to each other.	The girl in the horizontal stripe hoodie has her face visible but not her hair.	video-storytelling-videocamping_1OzbiB1TIWI-shot12_22	6	0	0
362	0	0	1	A woman standing in front of a refrigerator.	The woman's hands are both extended in front of her at chin height and she is looking directly at the camera.	MSR-VTT-videoTestVideo_video8364-shot1_1	5	0	1
365	1	0	1	A man standing in front of a wall in front of a wall.	tHE SCREEN FLASHES as if lightning is striking as a man tries to lift a hammer off a mound	MSR-VTT-videoTestVideo_video7095-shot1_0	4	1	0
370	1	1	1	A person sitting on top of a pile of teddy bears.	A monkey climbs a building in the middle of a movie screen	MSR-VTT-videoTestVideo_video7650-shot1_0	0	0	1
371	1	0	1	A couple of people sitting in front of a television.	There is overlay of a dragonfly going over a giant ape on a building.  You can see 3 pairs of eyes but some of them are pretty blurry. 	MSR-VTT-videoTestVideo_video7650-shot1_0	2	0	1
372	0	0	1	A woman holding a cell phone in her hands.	The butterfly is hard to see, it's under the second word and is half cut off.	MSR-VTT-videoTestVideo_video9566-shot0_1	4	0	0
374	1	0	1	A person is cooking a hot dog on a grill.	He is holding the bagel flat with its edge facing the camera so you can't see any grill markings. 	video-storytelling-videocamping_dBXYM3dQTSo-shot69_0	1	0	1
375	1	0	1	A person holding a plate of doughnuts on a plate.	The person is showing the grilled side of the bagel to the camera.  The bagel is completely in the sun. 	video-storytelling-videocamping_dBXYM3dQTSo-shot69_0	2	0	1
377	1	0	1	A man that is standing in front of a wall.	A man is standing with his arms out from his sides pointed downwards.  He has a serious look on his face.	MSR-VTT-videoTestVideo_video8777-shot1_1	5	1	1
379	1	0	1	A man in a suit and tie standing in front of a wall.	The man is facing forward and this hands are not showing but he is not frowning.	MSR-VTT-videoTestVideo_video8777-shot1_1	7	0	0
380	0	0	1	A man with a bag on his head holding a camera.	The man's right eye is 40% visible.	MSR-VTT-videoTestVideo_video8125-shot1_0	0	1	1
381	1	0	1	A man laying on the ground with his hands in the air.	The guy is looking up and screaming. A tiny corner of the eye is cut by the left side picture border. Both eyes can still be seen visibility. 	MSR-VTT-videoTestVideo_video8125-shot1_0	1	1	1
382	1	0	1	A man is holding a leg up in the air.	You can only see the man's nose and cheeks.	MSR-VTT-videoTestVideo_video8125-shot1_0	2	0	1
383	0	0	1	A woman standing next to a group of people talking on a cell phone.	The woman in the blue hat and the woman in the blue tank top are facing each other. The blue hat woman has one hand visible with the palm out at head level.	video-storytelling-videocamping_1OzbiB1TIWI-shot40_8	8	0	0
385	1	0	1	A group of people standing on a beach.	Text at bottom is only just starting to fade.	MSR-VTT-videoTestVideo_video8955-shot3_3	6	0	0
388	0	0	1	A woman standing in front of a mixer in a kitchen.	The woman is staring straight forward with the pitcher covering part of her right upper torso. Her left hand has the thumb sticking up while the other fingers are not spread apart.	YouCook-video0063-shot19_1	6	0	0
393	0	0	1	A group of women standing on a dirt road.	The woman in camoflage's head is tilted back. You can see her closed eyes and headband,  and it looks like she has a cracker in her mouth. The two girls behind her are positioned so it looks like one of the girls is kissing the top of the other girl's head.	video-storytelling-videocamping_1OzbiB1TIWI-shot14_9	0	0	0
396	0	0	1	A blurry image of a person playing a video game.	The white ghost character with a black eye is in back of the 2nd word of blue text at the bottom. 	MSR-VTT-videoTestVideo_video8931-shot1_1	1	0	1
398	1	0	1	A blurry image of a person standing next to a motorbike.	There is a guy punching at the screen above the text at the bottom.	MSR-VTT-videoTestVideo_video8931-shot1_1	3	1	0
399	0	0	1	A person is holding a kite in their hand.	There are no stars visible.  Two fingers on different hands are the closest to each other. 	MSR-VTT-videoTestVideo_video8212-shot1_3	8	0	1
401	1	0	1	A woman standing in front of a television set.	The Beast hands are around the lady's shoulder and almost touching each other.	MSR-VTT-videoTestVideo_video8781-shot0_1	7	1	1
406	0	0	1	A couple of kids playing with a Frisbee in the yard.	There is a boy with a green shirt on the far right side of the image and you can see most of his body except for his left hand.  There is a woman with a blue swimsuit walking in from the left and she has her left hand on her right shoulder. 	MSR-VTT-videoTestVideo_video7599-shot1_0	5	0	0
412	0	1	1	A bowl of food is being cooked on a stove top.	The soup is shadowed and a small portion of the white bowl is visible at the top.	MSR-VTT-videoTestVideo_video7285-shot1_0	6	0	1
414	1	1	1	A bowl of food sitting on top of a table.	The white dish is almost completely visible but the hand holding it is barely visible. 	MSR-VTT-videoTestVideo_video7285-shot1_0	8	0	0
415	0	0	1	A person holding a container of food in front of them.	The red bar in front has almost completely covered the red bar in back.  You can just see a bit of the text on the red bar in back. 	MSR-VTT-videoTestVideo_video9556-shot3_2	3	0	0
416	0	0	1	a close up of a woman with a cell phone in her hand.	Her head is touching the top of the photo. Her mouth is pursed and her eyes are open. She is facing forward and looking straight ahead.	MSR-VTT-videoTestVideo_video8904-shot1_1	3	0	0
418	0	0	1	A woman standing in front of a mirror with a cell phone in her hand.	The woman's teeth are touching each other, her head is straight, and you can see the black bath robe above her shoulder.	MSR-VTT-videoTestVideo_video8904-shot1_1	5	0	1
420	0	0	1	A group of horses standing on top of a fence.	The back half of the group of racers are directly below the white triangular canopies near the audience.	MSR-VTT-videoTestVideo_video9973-shot1_1	4	0	0
421	0	0	1	A little girl sitting at a table with a bottle of milk.	The tip of the bottle held by the baby nearly lines up with the check of the girl in the foreground	video-storytelling-videochristmas_5RR_sRzKODA-shot30_6	4	0	1
422	1	0	1	A baby drinking from a bottle next to a table.	While her head is straight, the kids hairline isnjust below the top of the frame and the top of the head isn't visible 	video-storytelling-videochristmas_5RR_sRzKODA-shot30_6	5	0	0
424	0	0	1	A child is laying on top of a blanket.	Baby's body is turning toward the right. She is bending her left leg, but her foot is still touching the ground.	video-storytelling-videochristmas_5RR_sRzKODA-shot23_0	6	0	1
431	1	0	1	A child standing next to a Mickey Mouse themed hat.	Only the slightly open mouth, tip of the nose and part of an eyelash is visible on the girl's face on the left. The boy in the middle is looking down with his hat covering his entire face.	video-storytelling-videobirthday__amwPjAcoC8-shot34_0	7	0	1
432	0	0	1	A child is standing next to a Mickey Mouse themed toy.	The child has their hand at the bottom right of the box with the toy with his thumb on the green button	video-storytelling-videobirthday__amwPjAcoC8-shot34_0	8	0	0
434	1	1	1	A loaf of bread sitting on top of a pan.	Bread placed on pan with no hand and no utensils. Looks yellow	YouCook-video0027-shot5_0	5	1	1
435	0	0	1	A loaf of bread on top of a skillet.	there is a text on the bottom left of the image, with foams clearly visible boiling on the side of the bread with the spatula on the edge of the bread	YouCook-video0027-shot5_0	6	0	1
438	1	0	1	A man that is sitting in a dark room.	A man is looking up and to the left. His mouth is slightly open. The light is not touching any part of his nose. 	MSR-VTT-videoTestVideo_video7055-shot6_0	2	0	0
445	1	1	1	A person holding a bowl of food on top of a table.	Beans are visible in the cup and three of his left hand fingers.	video-storytelling-videocamping_EytINruY3-U-shot44_0	9	0	0
448	1	0	1	A picture of a giraffe with its back to the camera.	There is a highlighted angled portion of the blanket at the top left and another highlighted portion to the left of center bottom.	MSR-VTT-videoTestVideo_video8432-shot4_0	6	0	0
449	1	0	1	A man with a tie and a mustache standing in front of a mirror.	The microphone is very blurry in his hand in the bottom right corner.	MSR-VTT-videoTestVideo_video8755-shot1_0	3	0	1
450	0	0	1	A man holding a microphone in front of a microphone.	The singer has just brought the microphone up to his mouth and has just started singing. 	MSR-VTT-videoTestVideo_video8755-shot1_0	5	0	0
453	1	0	1	A woman standing next to a man in a wedding dress.	The bride and the groom are touching hands and the groom is mostly visible with only the top of his head cut off. 	video-storytelling-videowedding_Bp8t824h5NE-shot62_2	3	0	1
454	0	0	1	A couple of men standing next to a fire hydrant.	There is a green triangle on the middle right side. The hat is almost touching the top on the left but a little bit of yellow is visible above it.	MSR-VTT-videoTestVideo_video9500-shot0_5	3	0	1
455	1	0	1	A woman standing in front of a table filled with food.	The middle girl is looking at the camera with a shock face. Only the top row of teeth are seen.	video-storytelling-videobirthday_fwpYnUDbusw-shot8_0	4	1	1
456	0	0	1	A woman standing in front of a table full of food.	The girl on the right has completed looking all the way up and at the camera. Her hair is partially covering her left eye and she has kind of a surprised look on her face.  Her mouth is open. 	video-storytelling-videobirthday_fwpYnUDbusw-shot8_0	5	0	0
459	0	1	1	A child riding a toy robot on a street corner.	The car is right in the middle of the dark black section of the road.	MSR-VTT-videoTestVideo_video7464-shot1_1	7	0	1
460	1	1	1	A small fire hydrant on the side of a road.	the car is positioned facing directly to the left in between two safety cones	MSR-VTT-videoTestVideo_video7464-shot1_1	9	0	0
461	1	0	1	A man and a woman standing next to each other.	The pastor is looking directly at the groom.  He has a smirk on his face and his mouth is completely closed. 	video-storytelling-videowedding_Bp8t824h5NE-shot69_0	0	0	0
463	0	0	1	A man and a woman standing next to each other.	The bride has her hands together and is not touching or reaching out to the groom. The bride and groom are looking at each other.	video-storytelling-videowedding_Bp8t824h5NE-shot69_0	2	0	1
466	0	1	1	A street scene with cars and trucks on the road.	There's a yellow truck with a bottle painted on the side. The neck of the bottle is cut off by the right edge.	MSR-VTT-videoTestVideo_video8468-shot1_2	9	0	1
467	0	1	1	A couple of people that are on a skateboard.	The boy is laying on his back with his two feet pointed towards the ceiling.	MSR-VTT-videoTestVideo_video9121-shot1_0	4	0	0
469	1	1	1	A girl sitting on a bench with a cell phone in her hand.	This photo is blurry and the can held by the girl in green is against her face and only the left arm and left leg and small amount of the body can be seen on the person in the pink chair. 	video-storytelling-videocamping_1OzbiB1TIWI-shot11_11	1	0	0
470	0	1	1	A woman sitting on a bench with a cell phone in her hand.	A blurry woman is holding a can that is barely touching her right cheek.The shoulder and string of a grey hoodie is seen in the pink chair.	video-storytelling-videocamping_1OzbiB1TIWI-shot11_11	2	0	1
